Breaker Left,Breaker Right,Go First,Winner,Competition,City,Country,Year,Month,Day,Bracket Size,Bracket Stage,Remaining Contestants,Video Link,Battle Rounds,System,Number Judges,Judge 1,Judge 1 Vote,Judge 2,Judge 2 Vote,Judge 3,Judge 3 Vote,Judge 4,Judge 4 Vote,Judge 5,Judge 5 Vote,Judge 6,Judge 6 Vote,Judge 7,Judge 7 Vote,Tiebreaker J1,Tiebreaker J2,Tiebreaker J3,Tiebreaker J4,Tiebreaker J5,Tiebreaker J6,Tiebreaker J7,R1J1,R1J2,R1J3,R1J4,R1J5,R1J6,R1J7,R2J1,R2J2,R2J3,R2J4,R2J5,R2J6,R2J7,R3J1,R3J2,R3J3,R3J4,R3J5,R3J6,R3J7,R4J1,R4J2,R4J3,R4J4,R4J5,R4J6,R4J7,R5J1,R5J2,R5J3,R5J4,R5J5,R5J6,R5J7
Icey Ives,Hatsolo,Hatsolo,Icey Ives,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=dmU3W3aMx2g,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schlag,Tirock,Schlag,Tirock,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=z37ySHzjDHU,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing,Menno,Menno,Menno,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,4,2,youtube.com/watch?v=zsE4Lb1-MmE,3,Traditional,5,AT,Menno,Intact,Menno,Niek,Menno,Crazy Legs,,Hong 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menno,Shigekix,Shigekix,Menno,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,3,4,youtube.com/watch?v=Ptg3shx8SHQ,3,Traditional,5,AT,Menno,Intact,Menno,Niek,Menno,Crazy Legs,Shigekix,Hong 10,Menno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Zoo,Wing,Lil Zoo,Wing,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,3,4,youtube.com/watch?v=n0RWMrEcm9U,3,Traditional,5,AT,Wing,Intact,Wing,Niek,Wing,Crazy Legs,Lil Zoo,Hong 10,Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigekix,Alkolil,Shigekix,Shigekix,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,2,8,youtube.com/watch?v=9Nb7nQmm3Dc,3,Traditional,5,AT,Shigekix,Intact,Alkolil,Niek,Alkolil,Crazy Legs,Shigekix,Hong 10,Shigekix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kill,Menno,Menno,Menno,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,2,8,youtube.com/watch?v=JOB70zcE7IM,3,Traditional,5,AT,Menno,Intact,Menno,Niek,Menno,Crazy Legs,Menno,Hong 10,Menno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Wing,Issei,Wing,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,2,8,youtube.com/watch?v=yoF-3w5sQQk,3,Traditional,5,AT,Issei,Intact,Wing,Niek,Wing,Crazy Legs,Wing,Hong 10,Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,Lil Zoo,Lil Zoo,Lil Zoo,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,2,8,youtube.com/watch?v=VYrzsTehlcE,3,Traditional,5,AT,Lil Zoo,Intact,Thesis,Niek,Lil Zoo,Crazy Legs,Lil Zoo,Hong 10,Thesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkolil,Moy,Moy,Alkolil,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,1,16,youtube.com/watch?v=60EX6Tx_GvY,3,Traditional,5,AT,Alkolil,Intact,Alkolil,Niek,Alkolil,Crazy Legs,Moy,Hong 10,Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lussy Sky,Shigekix,Shigekix,Shigekix,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,1,16,youtube.com/watch?v=gPru76IYdEo,3,Traditional,5,AT,Shigekix,Intact,Shigekix,Niek,Lussy Sky,Crazy Legs,Shigekix,Hong 10,Shigekix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menno,Ratin,Menno,Menno,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,1,16,youtube.com/watch?v=SZEQrtZUMqo,3,Traditional,5,AT,Menno,Intact,Menno,Niek,Menno,Crazy Legs,Menno,Hong 10,Menno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kill,Ayumi,Kill,Kill,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,1,16,youtube.com/watch?v=HMwRrrpSDVw,3,Traditional,5,AT,Ayumi,Intact,Ayumi,Niek,Kill,Crazy Legs,Kill,Hong 10,Kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing,Dany Dann,Wing,Wing,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,1,16,youtube.com/watch?v=stnvERm9zBc,3,Traditional,5,AT,Wing,Intact,Wing,Niek,Wing,Crazy Legs,Wing,Hong 10,Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Willy,Issei,Issei,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,1,16,youtube.com/watch?v=0_Kq3IQQMNA,3,Traditional,5,AT,Issei,Intact,Issei,Niek,Issei,Crazy Legs,Issei,Hong 10,Issei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Zoo,Shane,Shane,Lil Zoo,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,1,16,youtube.com/watch?v=8lugwBoAKrg,3,Traditional,5,AT,Lil Zoo,Intact,Shane,Niek,Shane,Crazy Legs,Lil Zoo,Hong 10,Lil Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thesis,Leony,Thesis,Thesis,Red Bull BC One World Finals,Amsterdam,Netherlands,2017,11,4,16,1,16,youtube.com/watch?v=-q9ecA3Hq_E,3,Traditional,5,AT,Thesis,Intact,Thesis,Niek,Thesis,Crazy Legs,Thesis,Hong 10,Thesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justen,Leony,Justen,Leony,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,4,2,youtube.com/watch?v=n9xk6fhJPsA,3,Traditional,5,Ronnie,Leony,Taisuke,Justen,Roxrite,Leony,Lil G,Leony,Lilou,Leony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justen,Chey,Justen,Justen,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,3,4,youtube.com/watch?v=64hjhJ4q07M,2,Traditional,5,Ronnie,Tie,Taisuke,Justen,Roxrite,Justen,Lil G,Justen,Lilou,Justen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leony,The Wolfer,Leony,Leony,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,3,4,youtube.com/watch?v=Q0mUQ4qpfdc,2,Traditional,5,Ronnie,Leony,Taisuke,Leony,Roxrite,Leony,Lil G,Leony,Lilou,Leony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jester,Justen,Justen,Justen,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,2,8,youtube.com/watch?v=k_jG4i93_FE,2,Traditional,5,Ronnie,Justen,Taisuke,Justen,Roxrite,Justen,Lil G,Justen,Lilou,Justen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chey,Pac Pac,Pac Pac,Chey,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,2,8,youtube.com/watch?v=m8tFAacaLu8,2,Traditional,5,Ronnie,Pac Pac,Taisuke,Chey,Roxrite,Pac Pac,Lil G,Chey,Lilou,Chey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinder,Leony,Kinder,Leony,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,2,8,youtube.com/watch?v=lqQRl7lDmRw,2,Traditional,5,Ronnie,Leony,Taisuke,Leony,Roxrite,Leony,Lil G,Leony,Lilou,Leony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wolfer,Admiracles,Admiracles,The Wolfer,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,2,8,youtube.com/watch?v=4WBFbEBudIA,2,Traditional,5,Ronnie,The Wolfer,Taisuke,Admiracles,Roxrite,The Wolfer,Lil G,Admiracles,Lilou,The Wolfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justen,Lego,Justen,Justen,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,1,16,youtube.com/watch?v=i8qysEzyil0,2,Traditional,5,Ronnie,Lego,Taisuke,Justen,Roxrite,Justen,Lil G,Lego,Lilou,Justen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jester,Phil Wizard,Jester,Jester,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,1,16,youtube.com/watch?v=qkQeoSDnbjA,2,Traditional,5,Ronnie,,Taisuke,,Roxrite,,Lil G,,Lilou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chey,Zip Rock,Zip Rock,Chey,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,1,16,youtube.com/watch?v=n9yGZg2u6h8,2,Traditional,5,Ronnie,,Taisuke,,Roxrite,,Lil G,,Lilou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac Pac,Lowe,Lowe,Pac Pac,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,1,16,youtube.com/watch?v=YcjOHJkc-_A,2,Traditional,5,Ronnie,Pac Pac,Taisuke,Pac Pac,Roxrite,Pac Pac,Lil G,Pac Pac,Lilou,Pac Pac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinder,Steez,Steez,Kinder,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,1,16,youtube.com/watch?v=8g-bj4FCGuU,2,Traditional,5,Ronnie,Kinder,Taisuke,Kinder,Roxrite,Kinder,Lil G,Kinder,Lilou,Kinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leony,Pop,Pop,Leony,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,1,16,youtube.com/watch?v=dfEfIT0PVzI,2,Traditional,5,Ronnie,Leony,Taisuke,Leony,Roxrite,Leony,Lil G,Leony,Lilou,Leony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killa Kolya,The Wolfer,Killa Kolya,The Wolfer,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,1,16,youtube.com/watch?v=cmgDWuvY8Ds,2,Traditional,5,Ronnie,The Wolfer,Taisuke,The Wolfer,Roxrite,The Wolfer,Lil G,The Wolfer,Lilou,The Wolfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Hill,Admiracles,Admiracles,Admiracles,Red Bull BC One Last Chance Cypher,Amsterdam,Netherlands,2017,11,2,16,1,16,youtube.com/watch?v=pUNjjvP-aAU,2,Traditional,5,Ronnie,Admiracles,Taisuke,Dr. Hill,Roxrite,Dr. Hill,Lil G,Admiracles,Lilou,Admiracles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Alkolil,Alkolil,Issei,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,5,2,youtube.com/watch?v=FahVBNlOJEI,5,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkolil,Victor,Alkolil,Alkolil,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,4,4,youtube.com/watch?v=WDOu2WVIsS0,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Menno,Menno,Issei,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,4,4,youtube.com/watch?v=du-MXYRPLlw,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taisuke,Victor,Taisuke,Victor,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,3,8,youtube.com/watch?v=2KgSIq212Cc,2 + tiebreaker,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkolil,El Nino,Alkolil,Alkolil,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,3,8,youtube.com/watch?v=QquF98eCV-0,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Menno,Gravity,Menno,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,3,8,youtube.com/watch?v=nE7TzdZDN1s,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Vero,Issei,Issei,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,3,8,youtube.com/watch?v=-pgrl2DoWUg,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kleju,Victor,Kleju,Victor,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,2,16,youtube.com/watch?v=B4V-jEi223o,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taisuke,Focus,Taisuke,Taisuke,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,2,16,youtube.com/watch?v=2syXVAlruKc,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirock,El Nino,Tirock,El Nino,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,2,16,youtube.com/watch?v=3P-J0d2Mr5M,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxrite,Alkolil,Roxrite,Alkolil,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,2,16,youtube.com/watch?v=CaLzjk5t8qE,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigekix,Menno,Shigekix,Menno,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,2,16,youtube.com/watch?v=0Abw4Mhz3Yg,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Zeku,Zeku,Gravity,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,2,16,youtube.com/watch?v=cE1ChXhSK-4,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Colombia,Vero,Kid Colombia,Vero,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,2,16,youtube.com/watch?v=Lg6ndRRCXYE,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Harrien,Harrien,Issei,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,2,16,youtube.com/watch?v=WNvyXAq6Awk,2,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gun,Victor,Gun,Victor,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=6PiLigEzuc8,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omen,Kleju,Omen,Kleju,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=4A4edYosA3I,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xisco,Focus,Xisco,Focus,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=WvFvDLyhN3c,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taisuke,Flying Buddha,Taisuke,Taisuke,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=_V2DVZWJds4,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Nino,Nord Diamond,Nord Diamond,El Nino,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=RU2_w0E3qD0,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirock,Kuzya,Tirock,Tirock,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=kx6R1hTbePA,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkolil,Ronnie,Ronnie,Alkolil,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=c_9L_suBAhU,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxrite,Thomaz,Roxrite,Roxrite,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=xHar95hqCq4,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN Joe,Menno,MN Joe,Menno,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=WHtE6vCd2ck,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigekix,Dany Dann,Dany Dann,Shigekix,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=6VTacyil76g,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeku,Junior,Junior,Zeku,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=lVnqlEAkneM,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Robin,Robin,Gravity,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=Kz3wcUXtvP4,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vero,Tomi,Tomi,Vero,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=wSAZr-NHw7Q,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Colombia,Lil G,Kid Colombia,Kid Colombia,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=S0JTHZvcjJw,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrien,Lussy Sky,Lussy Sky,Harrien,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=nXlAsmvfA5w,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata (USA),Issei,Issei,Issei,Silverback Open Championships,Philadelphia,United States,2017,10,7,32,1,32,youtube.com/watch?v=v1TtIMwLEGg,1,Kozen,7,Poe One,,Reveal,,Dyzee,,A.T.,,Wicket,,Sween,,Renegade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Differ,Issei,Issei,Issei,R-16,Taipei,Taiwan,2016,12,11,16,4,2,youtube.com/watch?v=KMI6JrY_oew,3,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky,Differ,Differ,Differ,R-16,Taipei,Taiwan,2016,12,11,16,3,4,youtube.com/watch?v=Z_283Z0SMg8,3,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Leon,Leon,Issei,R-16,Taipei,Taiwan,2016,12,11,16,3,4,youtube.com/watch?v=c0iMCKk5kqo,3,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dosu,Sky,Sky,Sky,R-16,Taipei,Taiwan,2016,12,11,16,2,8,youtube.com/watch?v=eXDrEGogYLc,2,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tepo,Differ,Differ,Differ,R-16,Taipei,Taiwan,2016,12,11,16,2,8,youtube.com/watch?v=_FyEGVwWI84,2,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenix,Issei,Issei,Issei,R-16,Taipei,Taiwan,2016,12,11,16,2,8,youtube.com/watch?v=A9olsNbvje4,2,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon,Johnny,Johnny,Leon,R-16,Taipei,Taiwan,2016,12,11,16,2,8,youtube.com/watch?v=pAuFPvUsAac,2,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dosu,Xiang,Xiang,Dosu,R-16,Taipei,Taiwan,2016,12,11,16,1,16,youtube.com/watch?v=uYcB5DkUF5U,2 + tiebreaker,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky,Jhao,Jhao,Sky,R-16,Taipei,Taiwan,2016,12,11,16,1,16,youtube.com/watch?v=DV6SLknjbX0,2 + tiebreaker,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sour,Tepo,Tepo,Tepo,R-16,Taipei,Taiwan,2016,12,11,16,1,16,youtube.com/watch?v=cDWxMoRnViM,2,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Differ,Karma,Karma,Differ,R-16,Taipei,Taiwan,2016,12,11,16,1,16,youtube.com/watch?v=HX2V71ewXY8,2,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenix,Flurry,Flurry,Fenix,R-16,Taipei,Taiwan,2016,12,11,16,1,16,youtube.com/watch?v=QNn9q3Nkh90,2,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exaggerate,Issei,Issei,Issei,R-16,Taipei,Taiwan,2016,12,11,16,1,16,youtube.com/watch?v=H7NwlXQVtz0,2,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leon,Tomi,Tomi,Leon,R-16,Taipei,Taiwan,2016,12,11,16,1,16,youtube.com/watch?v=lXxv5GduuBI,2,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny,Apache,Apache,Johnny,R-16,Taipei,Taiwan,2016,12,11,16,1,16,youtube.com/watch?v=yBstItoLk5w,2 + tiebreaker,OUR,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong 10,Issei,Issei,Issei,Red Bull BC One World Finals,Nagoya,Japan,2016,12,3,16,4,2,youtube.com/watch?v=veAripGsyuM,5,Traditional,5,Kosuke,Issei,Freeze,Hong 10,Mounir,Issei,Wicket,Hong 10,Storm,Issei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
